symbol,fold,method,ece,brier,log_loss,auc,n_test
^IXIC,12,no_cal,0.4496367865624917,0.45207851943022087,1.4631063331186995,0.5471602434077079,126
^IXIC,12,platt,0.04485942771934298,0.2489052615857428,0.6910837023690494,0.5471602434077079,126
^IXIC,12,isotonic,0.11449976207059491,0.2717017868199807,1.4084251553735647,0.5545131845841784,126
^IXIC,13,no_cal,0.2443477951535158,0.3099330381209271,0.8462785910495447,0.5084837058981956,126
^IXIC,13,platt,0.10575441618852881,0.24836164223008736,0.6895059964696884,0.5084837058981956,126
^IXIC,13,isotonic,0.18642830733950727,0.277027556914402,1.0765741207038282,0.502558577969297,126
^IXIC,14,no_cal,0.43603229972401436,0.4209037712070572,1.2172156121221345,0.5885222381635582,126
^IXIC,14,platt,0.22463338022138069,0.2661468025963805,0.7270788266369972,0.5885222381635582,126
^IXIC,14,isotonic,0.2609911099098991,0.30453353390885823,0.8162929350451145,0.5535150645624103,126
^IXIC,15,no_cal,0.53169406769718,0.5208848884208952,1.7993770383084393,0.485,126
^IXIC,15,platt,0.0834235094783898,0.23959093534607726,0.6721802762166187,0.485,126
^IXIC,15,isotonic,0.04893412340220871,0.23970372865869244,0.6722867517051029,0.53,126
^IXIC,16,no_cal,0.562982570995156,0.5507690184656892,1.8055314868605616,0.4265521064301552,126
^IXIC,16,platt,0.10610545886304783,0.2438813030032357,0.6809292848005838,0.4265521064301552,126
^IXIC,16,isotonic,0.1761372157024551,0.3124326908747521,2.0316966225225457,0.4275221729490022,126
^IXIC,17,no_cal,0.2850539663733218,0.3439153776911301,0.9733270164023219,0.4257478632478633,126
^IXIC,17,platt,0.09192123687138773,0.25206254508778286,0.6976985868780482,0.4257478632478633,126
^IXIC,17,isotonic,0.15313365232259238,0.2671568206064005,0.728955625292897,0.45486111111111105,126
^IXIC,18,no_cal,0.1857106398718056,0.2937954122167923,0.817356424990563,0.5251707563875537,126
^IXIC,18,platt,0.08913660636657789,0.2592505784084425,0.712495007126796,0.4748292436124463,126
^IXIC,18,isotonic,0.16467270103633724,0.2822959009435343,0.7714731785288913,0.49468757905388316,126
^IXIC,19,no_cal,0.27812485512160734,0.31928353941238286,0.8512692056432564,0.4266092108806894,126
^IXIC,19,platt,0.14837291942735098,0.24974019666110045,0.6976058413751236,0.5733907891193105,126
^IXIC,19,isotonic,0.00793650793650802,0.23393801965230523,0.6606752020217269,0.5,126
^IXIC,20,no_cal,0.16888192400081045,0.24422779965383046,0.6878149178682849,0.5938953488372093,126
^IXIC,20,platt,0.1469858046529013,0.24176847572729063,0.6766348431765116,0.40610465116279065,126
^IXIC,20,isotonic,0.17389041820218365,0.24397527870926558,0.6813227505290197,0.5193313953488372,126
^IXIC,21,no_cal,0.23266765116758167,0.29512701591926477,0.803642586704543,0.5723431498079385,126
^IXIC,21,platt,0.08131750155390591,0.25367680364001083,0.7014699786183484,0.4276568501920614,126
^IXIC,21,isotonic,0.04700017993164739,0.2451462096547663,0.6835918832785032,0.5436619718309859,126
